Date,SPY
2002-11-21,94.190002
2002-11-22,94.269997
2002-11-25,94.260002
2002-11-26,93.449997
2002-11-27,94.650002
2002-11-29,94.949997
2002-12-02,96.050003
2002-12-03,93.400002
2002-12-04,93.139999
2002-12-05,92.800003
2002-12-06,92.16999799999999
2002-12-09,91.459999
2002-12-10,91.099998
2002-12-11,91.620003
2002-12-12,91.489998
2002-12-13,90.480003
2002-12-16,91.790001
2002-12-17,91.739998
2002-12-18,90.400002
2002-12-19,90.699997
2002-12-20,90.019997
2002-12-23,90.470001
2002-12-24,89.860001
2002-12-26,90.610001
2002-12-27,89.290001
2002-12-30,88.470001
2002-12-31,88.43
2003-01-02,91.300003
2003-01-03,91.379997
2003-01-06,93.489998
2003-01-07,93.370003
2003-01-08,92.400002
2003-01-09,93.18
2003-01-10,93.639999
2003-01-13,93.860001
2003-01-14,93.83000200000001
2003-01-15,93.57
2003-01-16,92.93
2003-01-17,92.300003
2003-01-21,90.91999799999999
2003-01-22,89.800003
2003-01-23,89.379997
2003-01-24,88.68
2003-01-27,86.800003
2003-01-28,86.400002
2003-01-29,87.18
2003-01-30,86.879997
2003-01-31,86.209999
2003-02-03,86.809998
2003-02-04,85.75
2003-02-05,86.540001
2003-02-06,84.889999
2003-02-07,84.989998
2003-02-10,84.129997
2003-02-11,84.879997
2003-02-12,83.620003
2003-02-13,82.660004
2003-02-14,84.199997
2003-02-18,85.800003
2003-02-19,85.470001
2003-02-20,85.41999799999999
2003-02-21,85.739998
2003-02-24,85.0
2003-02-25,84.489998
2003-02-26,84.529999
2003-02-27,84.75
2003-02-28,85.230003
2003-03-03,85.779999
2003-03-04,84.010002
2003-03-05,83.540001
2003-03-06,83.519997
2003-03-07,83.989998
2003-03-10,82.860001
2003-03-11,82.0
2003-03-12,81.099998
2003-03-13,83.910004
2003-03-14,84.769997
2003-03-17,86.949997
2003-03-18,87.349998
2003-03-19,88.160004
2003-03-20,88.589996
2003-03-21,89.879997
2003-03-24,88.139999
2003-03-25,88.260002
2003-03-26,87.849998
2003-03-27,87.660004
2003-03-28,87.279999
2003-03-31,86.589996
2003-04-01,86.389999
2003-04-02,88.769997
2003-04-03,88.989998
2003-04-04,88.589996
2003-04-07,90.849998
2003-04-08,88.650002
2003-04-09,89.099998
2003-04-10,87.629997
2003-04-11,88.699997
2003-04-14,89.0
2003-04-15,89.779999
2003-04-16,90.059998
2003-04-17,89.720001
2003-04-21,90.160004
2003-04-22,91.559998
2003-04-23,92.349998
2003-04-24,92.08000200000001
2003-04-25,91.470001
2003-04-28,92.190002
2003-04-29,92.800003
2003-04-30,92.57
2003-05-01,92.730003
2003-05-02,93.470001
2003-05-05,93.779999
2003-05-06,94.379997
2003-05-07,94.139999
2003-05-08,93.33000200000001
2003-05-09,93.800003
2003-05-12,95.120003
2003-05-13,95.18
2003-05-14,95.239998
2003-05-15,95.33000200000001
2003-05-16,95.449997
2003-05-19,94.41999799999999
2003-05-20,93.029999
2003-05-21,92.879997
2003-05-22,94.050003
2003-05-23,93.980003
2003-05-27,95.839996
2003-05-28,96.470001
2003-05-29,96.82
2003-05-30,97.089996
2003-06-02,98.449997
2003-06-03,97.839996
2003-06-04,99.349998
2003-06-05,99.650002
2003-06-06,101.400002
2003-06-09,99.099998
2003-06-10,99.260002
2003-06-11,100.389999
2003-06-12,100.900002
2003-06-13,100.75
2003-06-16,101.699997
2003-06-17,102.18
2003-06-18,102.139999
2003-06-19,101.730003
2003-06-20,100.5
2003-06-23,99.660004
2003-06-24,99.089996
2003-06-25,99.440002
2003-06-26,98.980003
2003-06-27,99.190002
2003-06-30,98.66999799999999
2003-07-01,98.849998
2003-07-02,99.790001
2003-07-03,99.849998
2003-07-07,100.900002
2003-07-08,101.290001
2003-07-09,101.400002
2003-07-10,100.040001
2003-07-11,100.449997
2003-07-14,101.900002
2003-07-15,101.459999
2003-07-16,100.870003
2003-07-17,99.879997
2003-07-18,99.800003
2003-07-21,99.489998
2003-07-22,99.410004
2003-07-23,99.449997
2003-07-24,100.339996
2003-07-25,100.290001
2003-07-28,100.980003
2003-07-29,100.260002
2003-07-30,99.75
2003-07-31,100.910004
2003-08-01,99.529999
2003-08-04,99.0
2003-08-05,98.760002
2003-08-06,98.059998
2003-08-07,98.07
2003-08-08,98.550003
2003-08-11,99.040001
2003-08-12,99.589996
2003-08-13,99.849998
2003-08-14,99.75
2003-08-15,99.790001
2003-08-18,100.599998
2003-08-19,100.940002
2003-08-20,100.889999
